date,NYT,MTCH,SIRI,MSGS,SNAP,LUMN,TTD,NXST,IRDM,TDS,CNK,MGNI,AD,BATRK,CARG,WLY,STGW,ZD,MUSA,WYNN,EAT,KMX,LEA,MHK,GAP,ETSY,URBN,CHDN,HRB,CROX,WH,FND,GNTX,MTN,MTH,MAT,TAP,PPC,CAG,CELH,SFM,LW,INGR,CPB,ELF,PSMT,CHEF,IPAR,CALM,FRPT,FIZZ,MZTI,CENT,COTY,RRC,PBF,SM,MTDR,NOV,MGY,AROC,MUR,CNX,OII,PTEN,CVI,WHD,DK,TDW,CRK,HP,BTU,ORI,ONB,HLI,FDS,AMG,PRI,WAL,PB,CBSH,KNSL,BOKF,VLY,OMF,WEX,GBCI,MKTX,RLI,SIGI,OZK,GMED,BIO,HSIC,PODD,RGEN,IONS,BRKR,HQY,CHE,LNTH,AMRX,RDNT,MMSI,ACAD,HAE,ITGR,ICUI,PBH,WMS,AYI,SPXC,R,FLS,SAIA,TTEK,OSK,BAH,DY,TTC,AGCO,TKR,ACM,AOS,KEX,MSA,GATX,ALK,QRVO,RMBS,VIAV,IDCC,FORM,AVT,DBX,SLAB,APPF,PLXS,EPAM,PEGA,CRUS,QLYS,CVLT,NOVT,SAIC,ITRI,WLK,ESI,NEU,MOS,EMN,CLF,EXP,SXT,HCC,BCPC,MTRN,SON,LPX,SLGN,CBT,AVNT,ASH,GPK,CTRE,ADC,CUBE,BRX,REXR,RHP,NNN,FR,STAG,VNO,MAC,EPRT,RYN,KRG,SBRA,CUZ,EPR,IRT,OGE,UGI,IDA,CWEN,SWX,ORA,POR,BKH,NJR,OGS,SR,NWE,OTTR,AWR,CPK,AVA,CWT,MGEE
2019-11-29,0.043689,-0.034388,0.040686,0.055672,0.012616,0.13936,0.311454,0.112156,-0.047814,-0.091223,-0.07459,-0.049412,-0.08893,-0.037742,0.19351,0.025831,-0.255591,0.021693,-0.003392,0.00428,0.007874,0.043898,0.021567,-0.027968,0.021525,-0.024725,-0.105923,0.000154,-0.02441,-0.002572,0.073374,0.047567,0.012478,0.044326,-0.076987,-0.020101,-0.031608,0.037549,0.067283,0.377848,0.020093,0.076115,0.052785,0.005614,-0.01369,0.008637,0.073347,-0.089629,0.091251,0.02832,0.129208,0.135436,-0.121252,-0.00262,-0.133996,-0.021466,0.059949,0.012221,-0.003095,0.105907,-0.11486,0.127192,-0.180308,-0.052966,0.074519,-0.069284,0.018767,-0.134096,-0.057301,-0.071637,0.072943,-0.080722,0.009847,0.011662,0.008676,0.027002,0.072666,0.063465,0.062517,0.017821,0.041485,-0.041426,0.086849,0.0,0.083553,0.063167,0.036153,0.097142,-0.049397,-0.0387,0.057733,0.06836,0.113865,0.100815,0.277869,0.116493,0.147882,0.151235,0.107413,0.092517,0.002398,0.220779,0.226633,0.355276,0.067909,-0.001077,-0.020532,0.160077,0.065144,0.033254,0.048001,0.049188,0.090875,-0.002867,0.063901,0.011068,0.063014,0.037838,0.141698,0.013613,0.020842,0.079083,0.082979,-0.025765,0.065816,0.035687,0.016091,-0.001082,0.288771,-0.057762,-0.058897,0.059109,0.060009,0.027553,-0.067104,-0.002918,0.16137,0.026508,0.203967,0.032044,0.055032,0.025548,0.019126,0.046378,0.033043,0.050092,0.091054,0.076427,0.017467,-0.04175,0.030642,0.105118,0.007554,0.018015,0.053902,-0.015611,0.03745,0.056836,0.01936,0.004867,0.085971,-0.016225,-0.069748,0.038953,-0.138614,-0.050654,-0.027129,-0.003634,-0.004783,0.060117,-0.053811,0.011161,0.002245,-0.006157,0.005244,0.016758,0.135285,0.085858,-0.075991,0.008971,-0.083537,-0.02987,-0.023224,-0.086428,-0.017789,0.104844,-0.125953,0.005232,-0.024086,-0.02179,-0.024312,-0.037302,-0.078991,-0.0131,-0.126533,-0.100196,-0.038608,-0.007426,-0.078229,0.010697
2019-12-31,-0.002481,0.165011,0.024355,0.044041,0.07082,-0.088337,-0.013519,0.088571,0.057511,0.07987,0.009418,0.009901,0.068416,0.043816,-0.122474,0.033884,0.193133,-0.034117,-0.00451,0.14911,-0.054331,-0.098602,0.147715,-0.021454,0.064419,0.020973,0.082229,0.060046,-0.026076,0.200287,0.089645,0.058321,0.020423,-0.004571,-0.081605,0.15812,0.06775,0.038731,0.186006,-0.004126,-0.022727,0.02441,0.125191,0.061198,-0.026554,-0.049772,0.07171,0.036203,-0.017919,0.099553,0.0278,0.017592,0.177786,-0.02513,0.396532,0.002237,0.352587,0.276278,0.113311,0.158379,0.193815,0.164711,0.280753,0.111857,0.179771,-0.068219,0.1368,-0.022734,0.260131,0.296062,0.149254,-0.057852,0.00056,0.011615,0.031893,0.033314,-0.00738,-0.024507,0.092791,0.029938,0.017523,0.00395,0.048716,-0.001661,-0.021815,0.041416,0.055797,-0.061191,-0.014775,-0.015554,0.027965,0.052368,0.00176,-0.03164,-0.078083,0.042254,-0.055503,-0.004297,0.177771,0.021488,-0.01866,0.281915,0.059499,0.115,-0.055421,-0.047264,0.060382,-0.00192,0.07228,0.01782,0.055207,0.064881,0.034673,0.02587,-0.018757,-0.024125,0.046319,-0.022403,-0.09414,0.022271,-0.011264,0.070736,-0.004616,-0.015703,0.061159,0.019608,0.030701,-0.018258,0.115344,0.055939,-0.001332,-0.040669,0.122299,0.049449,-0.031368,0.094874,-0.026302,0.013702,0.001463,0.026541,0.149372,-0.047309,-0.118135,-0.050869,0.019566,0.048327,0.021404,-0.000855,-0.011217,0.139048,0.019775,0.051315,-0.013822,0.044241,0.029225,0.025297,0.010024,0.01966,0.000337,0.008764,0.011279,0.174482,0.067364,0.027976,-0.001008,-0.053642,0.031604,-0.015041,-0.041863,-0.018692,-0.038034,-0.019673,0.022601,0.060337,-0.000371,-0.040072,0.078702,0.026687,-0.04219,0.017535,0.001393,-0.045199,0.057299,0.044673,0.016659,0.006052,0.002772,-0.030319,0.012004,0.025728,0.055063,0.052886,0.084602,0.009549,0.043328,0.015829,0.055983,0.017132,0.003113,0.01677
2020-01-31,-0.003456,-0.047375,-0.011189,0.006798,0.125536,0.034065,0.036184,0.033262,0.036932,-0.10814,-0.069128,0.147059,-0.116202,-0.013202,0.01336,-0.100989,-0.183453,0.022943,-0.126752,-0.091524,0.016429,0.106878,-0.102186,-0.034463,-0.002005,0.101806,-0.078142,0.052332,-0.011925,-0.095011,-0.089795,-0.029522,0.03123,-0.022182,0.161184,0.079705,0.031169,-0.203851,-0.032343,0.118012,-0.192248,0.064033,-0.053254,-0.013726,-0.027898,-0.137426,-0.04487,-0.049512,-0.165146,0.064139,-0.158957,-0.034041,0.036691,-0.088,-0.381442,-0.129742,-0.183274,-0.183639,-0.177245,-0.163752,-0.168327,-0.21791,-0.183051,-0.167673,-0.24381,-0.143952,-0.160256,-0.181032,-0.212656,-0.328067,-0.107418,-0.258772,0.008046,-0.020777,0.060978,0.066381,-0.057706,-0.091912,-0.031053,-0.023508,-0.004121,0.123549,-0.097254,-0.080349,0.005219,0.035615,-0.074671,-0.065759,0.033215,0.01626,-0.101367,-0.112092,-0.02462,0.033273,0.133411,0.085297,-0.034597,-0.029429,-0.108141,0.063243,-0.14627,-0.068465,0.111823,0.16656,-0.066386,-0.065361,0.061793,-0.02485,0.001481,0.070288,-0.144953,-0.035574,-0.121341,-0.062085,-0.064648,-0.0065,-0.090967,0.097146,-0.142736,0.004393,-0.092039,-0.067128,0.118247,-0.099024,-0.181392,0.073124,-0.081111,-0.046642,-0.08922,0.151669,-0.06,0.020532,-0.025414,-0.140198,-0.049693,-0.152354,0.195452,-0.075643,0.075321,0.08236,-0.067953,0.028427,0.008513,0.025893,0.012549,-0.026206,-0.127584,0.001713,-0.096399,-0.08318,-0.100808,-0.158274,0.005625,-0.09593,-0.10743,0.062875,-0.086628,-0.074206,0.034041,-0.007079,-0.161406,-0.098125,-0.03332,-0.061261,0.075133,0.082087,0.006035,-0.063503,0.055178,-0.018809,0.053999,0.028668,0.024965,-0.001371,-0.171248,0.112858,-0.072649,-0.119304,0.007497,0.000489,0.015567,0.041903,0.040232,-0.079052,0.050468,0.061153,-0.006055,0.063607,0.102348,0.057168,-0.072919,0.00994,0.012123,0.07395,0.044258,0.02216,0.003965,0.057392,0.019395,0.014083
2020-02-28,0.170259,-0.169011,-0.101631,-0.095783,-0.229053,-0.116398,0.06713,-0.046661,0.059491,-0.111993,-0.176135,0.212607,-0.019051,-0.108748,-0.284993,-0.14741,0.105727,-0.088984,-0.045708,-0.136921,-0.195362,-0.100268,-0.091009,-0.079967,-0.17691,0.184388,-0.081641,-0.129796,-0.109051,-0.309681,-0.108798,0.035287,-0.103124,-0.093386,-0.105693,-0.194122,-0.107413,-0.187716,-0.189247,0.094444,0.022393,-0.048407,-0.053409,-0.067576,0.017857,-0.085728,-0.158791,-0.130951,-0.022415,0.056934,-0.014449,-0.065956,-0.168581,-0.090538,-0.076669,-0.170828,-0.284314,-0.342876,-0.092188,-0.286122,-0.141344,-0.090503,-0.26556,-0.150685,-0.278337,-0.155873,-0.049021,-0.221413,-0.08498,0.083182,-0.075269,-0.136094,-0.125498,-0.112614,-0.012151,-0.068008,-0.054338,-0.058135,-0.162782,-0.079772,-0.097842,0.064225,-0.076425,-0.11681,-0.076394,-0.136825,-0.119896,-0.082666,-0.133529,-0.155215,-0.065857,-0.134851,-0.024659,-0.116043,-0.020975,-0.147325,-0.129287,-0.119466,0.074629,-0.105165,-0.111936,-0.142539,-0.094816,-0.011258,0.070105,0.008753,0.055855,0.073108,-0.078895,0.009076,-0.127344,-0.145506,-0.192807,-0.139032,0.002411,-0.053769,-0.158484,-0.082627,-0.268679,-0.107348,-0.136432,-0.1418,-0.068215,-0.073553,-0.130168,-0.100032,-0.054354,-0.214334,-0.049877,-0.119093,-0.064539,-0.042715,-0.11616,-0.159221,0.149236,-0.097955,-0.06444,-0.06707,-0.021653,0.049763,-0.106366,-0.064847,-0.073745,-0.016753,-0.087045,-0.072294,-0.083215,-0.111966,-0.116078,-0.141632,-0.136944,-0.172365,-0.134254,-0.171496,-0.057831,-0.125532,-0.163274,-0.149571,-0.068682,-0.072262,-0.053475,-0.253767,-0.029465,-0.134997,-0.059062,-0.054129,-0.044206,-0.087676,-0.029466,-0.182524,-0.091964,-0.098361,-0.128778,-0.185343,-0.054501,-0.170228,-0.126728,-0.061047,-0.071351,-0.128023,-0.165041,-0.096115,-0.16903,-0.133446,-0.133445,0.003779,-0.137545,-0.120868,-0.115285,-0.124853,-0.14545,-0.125862,-0.109938,-0.086138,-0.086174,-0.13227,-0.111319,-0.065514,-0.083907,-0.103377
2020-03-31,-0.180192,0.016,-0.22082,-0.210627,-0.160903,-0.200322,-0.328111,-0.497913,-0.175102,-0.159349,-0.601543,-0.511013,-0.067494,-0.266359,-0.256964,0.017182,-0.422311,-0.142906,-0.134769,-0.442582,-0.64656,-0.383461,-0.269335,-0.370697,-0.508723,-0.335063,-0.3943,-0.180595,-0.308523,-0.350783,-0.376562,-0.371401,-0.170037,-0.296573,-0.424677,-0.252757,-0.204621,-0.143668,0.099288,-0.28765,0.163329,-0.342847,-0.086188,0.023049,-0.383459,-0.056383,-0.67113,-0.222915,0.260533,-0.038971,0.008513,0.005952,0.026886,-0.440953,-0.176897,-0.683787,-0.814308,-0.742739,-0.472094,-0.467377,-0.466667,-0.674802,0.001883,-0.721063,-0.586823,-0.418368,-0.575247,-0.249523,-0.490281,-0.100167,-0.575766,-0.503425,-0.218786,-0.163071,0.023601,-0.019963,-0.213773,-0.205317,-0.335143,-0.246133,-0.171612,-0.139458,-0.412155,-0.202404,-0.479728,-0.441626,-0.087959,0.025406,0.093929,-0.109,-0.342261,-0.059695,-0.004147,-0.170988,-0.127862,0.127804,-0.068925,-0.176035,-0.287364,0.037307,-0.179421,-0.096104,-0.48556,-0.132186,-0.011465,-0.080033,-0.302872,0.030438,-0.018201,-0.296703,-0.167218,-0.22156,-0.304942,-0.400359,-0.157714,-0.126747,-0.108385,-0.037307,-0.132273,-0.08521,-0.218103,-0.278769,-0.335781,-0.043995,-0.318118,-0.168242,-0.125402,-0.435791,-0.19835,-0.206009,-0.150114,-0.156173,-0.101922,-0.17639,-0.074642,-0.036874,-0.097747,-0.177694,-0.16819,-0.212609,-0.043852,0.084934,-0.029257,-0.104585,-0.068639,-0.263845,-0.316807,-0.19538,-0.009549,-0.362778,-0.230753,-0.320138,-0.259851,-0.115291,-0.400677,0.045098,-0.227834,-0.038581,-0.396134,0.018056,-0.301231,-0.225526,-0.300112,-0.092429,-0.279786,-0.129584,-0.104059,-0.478309,-0.118332,-0.469832,-0.366962,-0.130089,-0.190855,-0.324188,-0.72429,-0.420807,-0.101878,-0.394772,-0.441432,-0.179883,-0.584624,-0.325792,-0.193438,-0.251887,-0.091577,-0.106464,0.075448,-0.027375,-0.110288,-0.113158,-0.028737,0.018018,0.000502,-0.142164,-0.085373,0.067241,0.006819,-0.098833,0.049208,-0.082282
2020-04-30,0.061006,0.165354,0.196356,0.136137,0.481077,0.122622,0.515959,0.213234,0.008061,0.170645,0.401374,0.291892,0.086719,0.05404,0.208025,0.0016,-0.013793,0.077355,0.266003,0.421,0.938385,0.368196,0.201847,0.150577,0.15341,0.687565,0.217697,-0.026518,0.182528,0.42731,0.196763,0.321284,0.099496,0.157674,0.439606,-0.010216,0.051269,0.214129,0.146799,0.1924,0.117805,0.074606,0.075497,0.090925,0.328252,0.209134,0.398213,-0.035814,-0.056162,0.18068,0.177725,-0.069207,0.197818,0.056202,1.557022,0.61017,2.339553,1.83871,0.285859,0.617501,0.279256,0.934749,0.992481,0.748299,0.570208,0.442832,0.532759,0.481599,-0.186441,0.421149,0.263258,0.168965,0.045901,0.074299,0.139294,0.054933,0.182956,0.17439,0.172166,0.242073,0.215293,0.039128,0.21687,0.14364,0.266212,0.265615,0.129634,0.368163,-0.171728,0.008652,0.374853,0.115918,0.25542,0.079968,0.205456,0.203128,0.174492,0.096486,0.112275,-0.038389,0.022727,0.043103,0.343482,0.30624,0.143432,0.141682,0.184537,0.086931,0.109324,0.377038,0.012432,0.168199,0.33888,0.179155,0.258091,0.065987,0.049743,0.06993,0.270955,-0.019665,0.118307,0.162028,0.214741,0.127106,0.228893,0.111956,-0.05211,0.142255,0.215801,0.128829,0.077609,0.304453,0.159781,0.196016,0.161326,0.138274,-0.009824,0.14901,0.189755,0.173943,0.151912,0.212093,0.054595,0.087757,0.099885,0.250582,0.138329,0.226077,0.074621,0.063771,0.299055,0.12665,0.0461,0.098368,0.181732,-0.096029,0.477864,0.053722,0.164144,0.188835,0.297473,0.227728,0.232075,0.094263,0.114267,0.051858,-0.05935,0.250372,-0.007071,-0.014226,0.030613,0.136624,0.170903,0.210163,0.348358,0.124809,0.020382,0.080253,0.173993,0.041993,0.231416,0.149544,0.039244,0.131608,0.045449,0.065426,0.089707,-0.077594,-0.023988,-0.032641,-0.005593,-0.046759,-0.020408,-0.035768,-0.001799,-0.028994,0.025318,0.012944,-0.107313,-0.012372
2020-05-29,0.206335,0.156965,-0.012961,-0.004028,0.075525,-0.051061,0.064871,0.199227,0.021768,0.044342,0.052521,-0.125523,-0.010053,0.092583,0.13549,0.070573,-0.076923,-0.029018,0.087079,-0.026307,0.131873,0.195519,0.086021,0.062472,0.096058,0.248343,-0.023068,0.323788,0.021021,0.181443,0.21798,0.226415,0.090759,0.159825,0.322299,0.056193,-0.074372,-0.060455,0.040371,0.846617,0.209336,-0.017356,0.037315,0.020008,0.3114,-0.144161,0.051136,0.038487,0.073476,0.023472,0.134382,0.139865,0.113843,-0.333945,0.027444,-0.068421,-0.130863,0.113636,-0.013449,-0.142194,0.364325,0.018849,-0.038679,0.249027,0.0,-0.12657,0.077942,-0.145416,-0.171876,-0.300261,0.064492,-0.070796,-0.02257,-0.031279,0.018525,0.121089,-0.047594,0.097741,0.072629,0.091106,0.04151,0.3747,-0.005719,-0.045455,-0.023774,0.119105,0.08167,0.119085,0.087396,0.051747,-0.005747,0.151496,0.116383,0.112903,-0.055828,0.127594,0.012246,0.10172,0.101297,0.149458,0.052107,0.341598,0.206799,0.102156,0.028359,-0.036034,0.06339,-0.089782,0.03711,0.095934,-0.005082,0.048518,-0.014239,-0.073483,0.172071,0.050581,0.068938,0.086057,0.291411,0.113775,0.048914,0.139652,0.069223,0.120812,-0.04006,0.060807,0.05801,0.051353,0.068448,0.240223,-0.040563,-0.048468,0.080258,-0.092605,0.073739,-0.036618,0.442836,0.024406,0.04414,0.137527,-0.04127,0.093703,-0.052237,0.182069,0.078129,-0.077342,0.104438,0.062438,0.060009,0.050391,0.125103,0.191781,0.094247,0.057866,0.12686,0.127857,0.016812,0.070684,0.18946,-0.027257,0.06387,0.063976,0.093103,0.083895,0.130461,-0.035939,0.129365,-0.025328,-0.022594,-0.032824,-0.038297,0.002912,0.029276,-0.158937,-0.088352,-0.071477,-0.011652,-0.051808,0.077264,0.031488,0.073079,-0.017875,-0.006345,0.055004,0.02355,0.104529,0.010267,0.168504,0.006839,0.005753,0.039668,0.06062,-0.000548,0.042121,-0.023945,0.037422,0.027993,-0.080347,0.051267,0.05547
2020-06-30,0.071374,0.202269,0.008591,-0.139132,0.240232,0.020346,0.304725,0.004561,0.106087,-0.021515,-0.231537,0.063796,-0.020311,-0.100683,-0.024249,-0.029851,0.575758,-0.19272,-0.030233,-0.105547,-0.089184,0.017036,0.028006,0.091845,0.417978,0.311805,-0.101535,0.003618,-0.145041,0.285166,-0.070375,0.108654,-0.025341,-0.081581,0.095252,0.049946,-0.094837,-0.182874,0.010923,0.269686,0.018305,0.064436,-0.006907,-0.026481,0.112602,0.109415,-0.082432,0.037492,-0.001795,0.08396,0.070902,0.01426,-0.019079,0.231405,-0.060099,-0.035781,0.065341,0.084182,-0.017643,0.091892,0.022046,0.154813,-0.151129,-0.004673,-0.05511,-0.014216,0.081237,-0.114895,0.171908,-0.182836,-0.0308,-0.085714,0.059315,0.012509,-0.075244,0.068161,0.119183,0.026047,-0.00734,-0.085022,-0.06297,0.040073,0.10797,-0.006123,0.051864,0.11433,-0.143239,-0.015081,0.039767,0.005529,0.043575,-0.12699,-0.081067,-0.038373,0.030174,-0.056196,0.048924,-0.060074,-0.053252,-0.057345,0.041515,-0.022587,-0.068662,0.01467,-0.024356,-0.183443,-0.077419,-0.076696,-0.109953,0.114119,0.111317,0.029265,0.094862,0.100495,0.025267,0.002788,-0.002785,-0.020764,-0.028741,-0.062991,0.004164,0.069347,-0.030694,-0.008,0.044462,-0.037834,-0.020125,0.060544,0.05528,-0.021879,0.099223,0.030198,0.165276,0.031712,-0.035445,0.070574,0.026497,0.098723,0.092655,0.063931,-0.147627,-0.097988,-0.0435,0.039529,-0.117674,0.028407,0.124738,-0.003672,-0.077328,0.038849,0.033164,0.057471,0.051827,0.040703,0.093039,-0.057526,0.171238,0.009265,0.086404,-0.031399,0.037233,0.066369,0.028886,-0.027791,-0.065399,0.056476,-0.039917,0.148746,0.046438,0.012288,0.130296,0.02158,0.094633,0.055233,0.31718,0.104226,0.055963,0.189691,0.072065,-0.041452,0.049414,0.16178,-0.030652,0.009301,-0.062855,0.052487,-0.090849,-0.128004,-0.104525,-0.081834,-0.061032,-0.082411,-0.091336,-0.083415,-0.096015,-0.041215,-0.065226,-0.070973,0.014894,-0.049787
2020-07-31,0.09932,-0.040635,0.001703,0.046293,-0.045551,-0.037886,0.110258,0.047317,0.076651,-0.023139,0.024243,-0.098951,-0.038873,-0.055218,0.139645,-0.124599,0.0625,-0.102674,0.176038,-0.027655,0.120417,0.082859,0.012475,-0.215311,0.05943,0.114374,0.086728,0.04033,0.015406,-0.0239,0.036133,0.143105,0.052318,0.054241,0.302942,0.148914,0.091967,-0.091178,0.064828,0.24639,0.030871,-0.060222,0.042169,0.005856,-0.06345,0.083541,-0.150957,-0.150779,-0.011915,0.148099,0.051295,0.023227,0.051959,-0.170022,0.147425,-0.152344,-0.213333,0.021177,-0.060408,-0.013203,0.026195,-0.042754,0.115607,-0.120501,0.118158,-0.045251,0.096462,0.00402,0.112701,0.223745,-0.086109,0.083332,-0.014715,0.016715,-0.015097,0.054282,-0.077387,0.026243,-0.050699,-0.064331,-0.037162,0.255718,-0.013111,-0.044758,0.16952,-0.04024,0.009114,0.031502,0.073447,0.030338,0.037979,0.009851,0.162573,0.177085,0.046844,0.220856,-0.023745,0.096853,-0.121186,0.091161,-0.057343,-0.090336,0.00126,-0.020372,-0.142356,-0.021215,-0.099658,-0.003147,-0.009851,-0.008097,0.03647,0.020656,-0.02346,-0.022791,0.074384,0.12045,0.099135,0.051035,0.047444,0.07552,0.183376,0.003737,-0.036988,0.026268,-0.136669,0.035739,0.000164,-0.050193,0.159414,-0.028947,0.085557,0.066242,-0.016706,-0.04195,0.045016,0.002394,-0.144367,0.052863,0.151065,0.155382,0.109259,0.187079,0.139018,-0.028941,0.034846,0.049962,0.015844,0.000921,-0.064098,0.076739,0.071654,-0.061594,0.142552,0.008443,0.034438,0.056926,-0.06619,-0.010518,0.234698,0.18092,-0.015384,-0.08883,0.09233,-0.003575,0.050116,0.019175,0.099296,-0.102184,0.132754,-0.074567,0.013543,0.14256,0.115955,-0.096572,-0.149387,0.084906,0.120614,-0.140842,0.021483,0.040235,-0.135829,0.011433,0.097493,0.048427,0.0673,0.06418,0.008545,-0.062845,0.055489,0.021179,-0.048698,-0.017521,-0.061634,0.031915,-0.013922,-0.022256,0.005833,0.020335,-0.017401,0.028212
2020-08-31,-0.060902,0.087439,0.0005,0.067083,0.007583,0.139101,0.066427,0.102523,0.022636,0.191039,0.238376,0.222962,0.226155,0.041823,-0.156109,-0.06444,-0.00905,0.233956,0.018503,0.207372,0.674972,0.102712,0.032162,0.156293,0.300673,0.011151,0.423216,0.261623,0.0,0.110462,0.185689,0.111381,0.002223,0.133521,-0.03176,-0.032403,0.003198,0.042345,0.030158,0.323789,-0.11486,0.04995,-0.070058,0.061328,0.093505,0.011075,0.284475,0.092443,-0.121957,0.182717,0.267654,0.120626,0.074749,-0.03504,0.154798,-0.013824,-0.176273,0.120967,0.042572,0.076924,0.005202,0.048849,0.135751,-0.040925,-0.007733,-0.130729,-0.019572,-0.082979,0.104502,0.074628,-0.063053,-0.16346,0.002489,0.009117,0.069343,0.014046,-0.001889,0.046578,-0.011782,-0.018719,0.040342,0.063722,0.016448,0.005355,0.092677,0.008461,-0.00623,-0.058428,0.066907,0.105167,-0.041996,0.173101,-0.031054,-0.033319,0.07322,0.026506,-0.053162,-0.057375,0.114818,0.051334,-0.004451,-0.050808,-0.092511,0.097943,-0.047631,0.022815,0.053064,0.08986,-0.020436,0.134061,0.102825,-0.004048,0.132749,0.064944,0.123483,0.043159,-0.018101,0.080964,0.436143,0.05508,0.085711,0.193,0.091738,0.017241,-0.08218,0.066256,0.096573,0.130952,0.000936,-0.090108,-0.03543,0.018827,-0.093967,0.029566,-0.069451,0.018904,0.206939,0.02396,0.12762,0.099067,-0.115862,-0.140428,-0.019283,0.033661,0.043511,-0.143617,0.093641,-0.01013,-0.00619,0.353378,-0.020367,0.27027,0.019194,0.057652,-0.025209,-0.025534,-0.047417,0.033366,0.044876,-0.001832,0.023836,0.067783,-0.020143,0.002869,0.074917,-0.000747,0.065723,0.025195,0.022374,0.191755,-0.000282,-0.028916,-0.005572,0.053569,0.058879,0.054037,0.053995,0.138804,0.026349,-0.02832,0.128537,0.018261,-0.031611,0.035693,-0.028862,0.05239,-0.090021,0.024818,-0.135509,-0.021823,-0.02962,-0.013997,-0.055952,-0.082119,0.024799,-0.006189,-0.031838,0.003901,-0.028236,-0.014649
2020-09-30,-0.012462,-0.009223,-0.086883,-0.082439,0.155821,-0.061395,0.077872,-0.063327,-0.086755,-0.19621,-0.317406,-0.054422,-0.18829,0.081318,-0.112797,0.001896,-0.26484,-0.011002,-0.048866,-0.178845,-0.05151,-0.140466,-0.042833,0.05697,-0.020701,0.016124,-0.115973,-0.0626,0.142831,0.070659,-0.034056,0.0213,-0.048059,-0.016998,0.149537,0.088372,-0.108395,-0.064375,-0.069082,0.169414,-0.10364,0.054415,-0.05108,-0.080593,-0.059396,0.010646,-0.018231,-0.163868,-0.005701,-0.017165,-0.163674,0.010002,-0.018678,-0.24581,-0.1126,-0.33528,-0.345678,-0.151079,-0.245,-0.197204,-0.17988,-0.3508,-0.138686,-0.346939,-0.255913,-0.258238,-0.131281,-0.292435,-0.023289,-0.239584,-0.111044,-0.118775,-0.073054,-0.101573,0.013386,-0.044292,-0.003933,-0.093793,-0.10425,-0.040845,-0.05073,-0.082276,-0.082472,-0.073927,0.074621,-0.12986,-0.086635,-0.008952,-0.10726,-0.139107,-0.074653,-0.12385,0.013508,-0.115292,0.084032,-0.047576,-0.129358,-0.054022,-0.106298,-0.071087,-0.055887,-0.055961,0.064494,-0.114053,0.04193,-0.026879,-0.147993,-0.087295,-0.000274,0.125451,-0.063501,0.108774,0.032763,-0.074258,-0.06006,0.034557,-0.045579,-0.057688,-0.141278,0.118553,0.044585,0.000554,0.058972,0.078211,-0.147738,0.065264,-0.039477,-0.059564,0.005769,0.01936,-0.12069,-0.066885,-0.045924,-0.053651,-0.090222,-0.044527,-0.156044,-0.071513,-0.011678,-0.057602,0.11322,-0.076597,-0.056211,-0.017076,-0.060388,0.019641,0.065745,-0.022325,-0.076203,0.004881,0.077416,-0.024316,0.055644,0.045636,0.104072,-0.000716,-0.046895,-0.03696,-0.104129,-0.033894,-0.026479,0.044547,-0.03759,0.013278,-0.068587,-0.039766,0.032362,-0.009322,-0.04183,-0.035639,-0.026241,-0.061067,-0.052366,-0.059169,-0.143756,0.093323,-0.088083,0.030249,-0.070128,-0.042211,-0.14887,-0.010247,-0.058694,-0.035208,-0.111235,0.05684,0.003658,-0.028914,-0.058475,-0.046184,-0.092405,-0.068942,-0.075702,-0.046708,-0.068983,-0.014853,0.036499,-0.074335,-0.041685,-0.035852
